time,G(i),H_sun,T2m,WS10m,,Price
20161018:1711,0,0,10.64,6.91,18-10-2016,40.23
20161018:1811,0,0,10.21,6.99,18-10-2016,41.4
20161018:1911,0,0,10.22,7.03,18-10-2016,40.03
20161018:2011,0,0,10.23,7.08,18-10-2016,37.33
20161018:2111,0,0,10.25,7.12,18-10-2016,34.44
20161018:2211,0,0,10.18,7.24,18-10-2016,32.7
20161018:2311,0,0,10.11,7.36,18-10-2016,30.99
20161019:0011,0,0,10.03,7.48,19-10-2016,30.27
20161019:0111,0,0,9.74,7.38,19-10-2016,30.47
20161019:0211,0,0,9.44,7.29,19-10-2016,30.8
20161019:0311,0,0,9.15,7.2,19-10-2016,31
20161019:0411,0,0,9.12,7.33,19-10-2016,31.33
20161019:0511,0,0,9.1,7.47,19-10-2016,30.85
20161019:0611,0,0,9.08,7.6,19-10-2016,36.66
20161019:0711,7.23,7.62,9.39,7.83,19-10-2016,45.24
20161019:0811,35.23,14.11,9.69,8.07,19-10-2016,43.08
20161019:0911,61.43,19.17,10,8.3,19-10-2016,42.91
20161019:1011,64.14,22.4,10.19,8.49,19-10-2016,42.36
20161019:1111,51.49,23.44,10.39,8.67,19-10-2016,41.31
20161019:1211,41.55,22.19,10.58,8.86,19-10-2016,37.66
20161019:1311,22.58,18.79,10.36,8.81,19-10-2016,35
20161019:1411,45.17,13.57,10.14,8.77,19-10-2016,34.69
20161019:1511,25.29,6.98,9.91,8.73,19-10-2016,33.08
20161019:1611,0,0,9.79,8.84,19-10-2016,34.66
20161019:1711,0,0,9.66,8.95,19-10-2016,34.67
20161019:1811,0,0,9.54,9.06,19-10-2016,34.52
20161019:1911,0,0,9.51,9.04,19-10-2016,33.6
20161019:2011,0,0,9.47,9.03,19-10-2016,33.17
20161019:2111,0,0,9.44,9.01,19-10-2016,33
20161019:2211,0,0,9.34,8.91,19-10-2016,33.48
20161019:2311,0,0,9.24,8.82,19-10-2016,31.26
20161020:0011,0,0,9.14,8.73,20-10-2016,30.36
20161020:0111,0,0,8.97,9.01,20-10-2016,31.51
20161020:0211,0,0,8.81,9.28,20-10-2016,30.96
20161020:0311,0,0,8.65,9.56,20-10-2016,31.02
20161020:0411,0,0,8.66,9.54,20-10-2016,30.77
20161020:0511,0,0,8.67,9.53,20-10-2016,30.83
20161020:0611,0,0,8.69,9.52,20-10-2016,35.35
20161020:0711,30.89,7.32,8.93,9.38,20-10-2016,34.38
20161020:0811,48.78,13.79,9.17,9.24,20-10-2016,34.57
20161020:0911,21.68,18.84,9.41,9.1,20-10-2016,34.51
20161020:1011,59.62,22.04,9.6,8.88,20-10-2016,34.69
20161020:1111,63.24,23.08,9.78,8.65,20-10-2016,34.91
20161020:1211,48.78,21.83,9.97,8.43,20-10-2016,35.07
20161020:1311,61.43,18.43,10.1,8.23,20-10-2016,41.28
20161020:1411,14.45,13.23,10.22,8.03,20-10-2016,41.95
20161020:1511,26.2,6.65,10.34,7.83,20-10-2016,39.44
20161020:1611,0,0,9.97,8.17,20-10-2016,40.82
20161020:1711,0,0,9.6,8.5,20-10-2016,43.32
20161020:1811,0,0,9.22,8.83,20-10-2016,44.69
20161020:1911,0,0,9.14,8.91,20-10-2016,43.32
20161020:2011,0,0,9.06,8.98,20-10-2016,40.62
20161020:2111,0,0,8.98,9.06,20-10-2016,36.11
20161020:2211,0,0,8.85,9.17,20-10-2016,33.98
20161020:2311,0,0,8.72,9.28,20-10-2016,32.87
20161021:0011,0,0,8.59,9.39,21-10-2016,32.65
20161021:0111,0,0,8.42,9.68,21-10-2016,31.94
20161021:0211,0,0,8.25,9.97,21-10-2016,31.39
20161021:0311,0,0,8.09,10.26,21-10-2016,31.17
20161021:0411,0,0,8.06,10.52,21-10-2016,32.33
20161021:0511,0,0,8.03,10.78,21-10-2016,32.84
20161021:0611,0,0,8.01,11.03,21-10-2016,33.74
20161021:0711,43.74,7.02,8.2,11.09,21-10-2016,33.83
20161021:0811,41.55,13.47,8.4,11.15,21-10-2016,33.75
20161021:0911,25.29,18.51,8.59,11.21,21-10-2016,33.64
20161021:1011,32.52,21.7,8.48,11.31,21-10-2016,33.52
20161021:1111,35.23,22.72,8.37,11.41,21-10-2016,33.4
20161021:1211,32.52,21.47,8.26,11.5,21-10-2016,33.3
20161021:1311,47.88,18.08,8.4,11.18,21-10-2016,33.24
20161021:1411,14.45,12.89,8.54,10.86,21-10-2016,33.18
20161021:1511,12.65,6.32,8.67,10.54,21-10-2016,33.09
20161021:1611,0,0,8.41,10.61,21-10-2016,33.46
20161021:1711,0,0,8.14,10.68,21-10-2016,33.56
20161021:1811,0,0,7.87,10.74,21-10-2016,33.91
20161021:1911,0,0,7.69,10.56,21-10-2016,33.71
20161021:2011,0,0,7.5,10.37,21-10-2016,33.36
20161021:2111,0,0,7.32,10.18,21-10-2016,33.65
20161021:2211,0,0,7.24,10.15,21-10-2016,33.44
20161021:2311,0,0,7.17,10.12,21-10-2016,33.08
20161022:0011,0,0,7.09,10.1,22-10-2016,33.22
20161022:0111,0,0,7.15,10.02,22-10-2016,33.04
20161022:0211,0,0,7.21,9.95,22-10-2016,32.88
20161022:0311,0,0,7.27,9.88,22-10-2016,32.84
20161022:0411,0,0,7.14,10.08,22-10-2016,32.92
20161022:0511,0,0,7.01,10.29,22-10-2016,33.09
20161022:0611,0,0,6.89,10.5,22-10-2016,33.44
20161022:0711,43.36,6.72,7,10.69,22-10-2016,33.5
20161022:0811,52.4,13.16,7.1,10.88,22-10-2016,33.7
20161022:0911,45.17,18.17,7.21,11.08,22-10-2016,33.81
20161022:1011,102.12,21.35,6.87,11.15,22-10-2016,33.84
20161022:1111,56.01,22.37,6.52,11.23,22-10-2016,33.77
20161022:1211,56.01,21.11,6.18,11.31,22-10-2016,33.73
20161022:1311,68.66,17.73,6.09,11.46,22-10-2016,33.63
20161022:1411,59.3,12.55,6,11.61,22-10-2016,33.55
20161022:1511,11.74,5.99,5.91,11.77,22-10-2016,33.56
20161022:1611,0,0,5.8,11.73,22-10-2016,33.67
20161022:1711,0,0,5.68,11.7,22-10-2016,33.94
20161022:1811,0,0,5.56,11.67,22-10-2016,34.36
20161022:1911,0,0,5.64,11.65,22-10-2016,34.34
20161022:2011,0,0,5.71,11.63,22-10-2016,33.97
20161022:2111,0,0,5.79,11.61,22-10-2016,33.84
20161022:2211,0,0,5.84,11.71,22-10-2016,33.65
20161022:2311,0,0,5.9,11.81,22-10-2016,33.4
20161023:0011,0,0,5.95,11.9,23-10-2016,33.09
20161023:0111,0,0,6.02,11.61,23-10-2016,32.69
20161023:0211,0,0,6.08,11.31,23-10-2016,32.41
20161023:0311,0,0,6.15,11.02,23-10-2016,31.85
20161023:0411,0,0,6.02,10.71,23-10-2016,32.03
20161023:0511,0,0,5.89,10.4,23-10-2016,31.9
20161023:0611,0,0,5.76,10.08,23-10-2016,32.52
20161023:0711,71.61,6.42,6.03,9.89,23-10-2016,33.04
20161023:0811,123.68,12.85,6.29,9.71,23-10-2016,33.75
20161023:0911,77.69,17.84,6.56,9.52,23-10-2016,35.22
20161023:1011,82.21,21,6.77,9.25,23-10-2016,34.84
20161023:1111,124.96,22.01,6.98,8.98,23-10-2016,33.91
20161023:1211,114.12,20.76,7.19,8.72,23-10-2016,33.92
20161023:1311,87.91,17.39,7.16,8.13,23-10-2016,33.96
20161023:1411,108.34,12.21,7.12,7.55,23-10-2016,33.97
20161023:1511,18.97,5.67,7.08,6.97,23-10-2016,33.74
20161023:1611,0,0,6.93,6.73,23-10-2016,35.42
20161023:1711,0,0,6.78,6.5,23-10-2016,37.24
20161023:1811,0,0,6.62,6.26,23-10-2016,41.81
20161023:1911,0,0,6.52,6.16,23-10-2016,41.73
20161023:2011,0,0,6.43,6.05,23-10-2016,38.81
20161023:2111,0,0,6.33,5.94,23-10-2016,36.86
20161023:2211,0,0,6.36,5.86,23-10-2016,33.94
20161023:2311,0,0,6.39,5.78,23-10-2016,33.6
20161024:0011,0,0,6.41,5.7,24-10-2016,32.19
20161024:0111,0,0,5.86,5.37,24-10-2016,31.85
20161024:0211,0,0,5.31,5.03,24-10-2016,31.81
20161024:0311,0,0,4.76,4.7,24-10-2016,31.66
20161024:0411,0,0,4.69,4.97,24-10-2016,32
20161024:0511,0,0,4.63,5.25,24-10-2016,34.04
20161024:0611,0,0,4.57,5.52,24-10-2016,40.92
20161024:0711,66.87,6.13,5.55,5.75,24-10-2016,45.52
20161024:0811,156.89,12.53,6.53,5.99,24-10-2016,45.07
20161024:0911,334.6,17.51,7.51,6.22,24-10-2016,45.75
20161024:1011,533.21,20.66,8.07,6.08,24-10-2016,46.39
20161024:1111,566.23,21.66,8.64,5.94,24-10-2016,45.53
20161024:1211,364.78,20.41,9.2,5.81,24-10-2016,45.38
20161024:1311,381.27,17.04,9.02,5.74,24-10-2016,44.97
20161024:1411,289.54,11.88,8.83,5.67,24-10-2016,43.65
20161024:1511,91.72,5.35,8.64,5.6,24-10-2016,43.66
20161024:1611,0,0,7.88,5.51,24-10-2016,43.26
20161024:1711,0,0,7.12,5.43,24-10-2016,46.7
20161024:1811,0,0,6.36,5.34,24-10-2016,47.33
20161024:1911,0,0,5.82,5.06,24-10-2016,46.03
20161024:2011,0,0,5.28,4.79,24-10-2016,41.07
20161024:2111,0,0,4.74,4.51,24-10-2016,36.35
20161024:2211,0,0,4.31,4.53,24-10-2016,35.78
20161024:2311,0,0,3.88,4.56,24-10-2016,33.11
20161025:0011,0,0,3.44,4.58,25-10-2016,33.73
20161025:0111,0,0,3.58,4.69,25-10-2016,33.47
20161025:0211,0,0,3.72,4.81,25-10-2016,33.57
20161025:0311,0,0,3.86,4.92,25-10-2016,33.65
20161025:0411,0,0,4.19,5.11,25-10-2016,34.13
20161025:0511,0,0,4.52,5.3,25-10-2016,37.01
20161025:0611,0,0,4.86,5.49,25-10-2016,43.3
20161025:0711,118.58,5.83,5.77,5.62,25-10-2016,66.46
20161025:0811,335.2,12.22,6.67,5.76,25-10-2016,66.38
20161025:0911,417.47,17.19,7.58,5.89,25-10-2016,67.28
20161025:1011,402.26,20.32,8.02,5.61,25-10-2016,73.07
20161025:1111,202.68,21.31,8.46,5.33,25-10-2016,74.23
20161025:1211,108.84,20.06,8.9,5.05,25-10-2016,67.61
20161025:1311,133.12,16.7,8.6,4.2,25-10-2016,66.01
20161025:1411,152.45,11.56,8.29,3.36,25-10-2016,56.58
20161025:1511,64.8,5.03,7.98,2.51,25-10-2016,52.74
20161025:1611,0,0,7.41,2.36,25-10-2016,54.65
20161025:1711,0,0,6.84,2.22,25-10-2016,67.71
20161025:1811,0,0,6.27,2.07,25-10-2016,67.18
20161025:1911,0,0,6.42,1.68,25-10-2016,59.9
20161025:2011,0,0,6.57,1.3,25-10-2016,48.61
20161025:2111,0,0,6.73,0.91,25-10-2016,39.76
20161025:2211,0,0,6.13,1.65,25-10-2016,37.38
20161025:2311,0,0,5.53,2.38,25-10-2016,34.7
20161026:0011,0,0,4.93,3.12,26-10-2016,35.81
20161026:0111,0,0,5.08,3.35,26-10-2016,34.6
20161026:0211,0,0,5.23,3.59,26-10-2016,34.71
20161026:0311,0,0,5.39,3.82,26-10-2016,35.03
20161026:0411,0,0,5.73,4.25,26-10-2016,35.03
20161026:0511,0,0,6.08,4.68,26-10-2016,36.17
20161026:0611,0,0,6.43,5.1,26-10-2016,41.2
20161026:0711,16.26,5.54,7.08,5.54,26-10-2016,52.3
20161026:0811,40.65,11.91,7.73,5.98,26-10-2016,54.32
20161026:0911,27.1,16.86,8.38,6.41,26-10-2016,54.5
20161026:1011,60.53,19.98,8.87,6.92,26-10-2016,53.69
20161026:1111,41.55,20.97,9.35,7.43,26-10-2016,54.34
20161026:1211,79.5,19.72,9.84,7.93,26-10-2016,46.17
20161026:1311,33.42,16.37,9.86,8.27,26-10-2016,36.23
20161026:1411,21.68,11.23,9.88,8.61,26-10-2016,35.88
20161026:1511,14.45,4.72,9.9,8.95,26-10-2016,35.43
20161026:1611,0,0,9.87,8.92,26-10-2016,35.31
20161026:1711,0,0,9.84,8.9,26-10-2016,35.55
20161026:1811,0,0,9.81,8.87,26-10-2016,35.45
20161026:1911,0,0,10,8.87,26-10-2016,34.92
20161026:2011,0,0,10.18,8.88,26-10-2016,34.7
20161026:2111,0,0,10.37,8.88,26-10-2016,34.57
20161026:2211,0,0,10.44,8.38,26-10-2016,34.44
20161026:2311,0,0,10.51,7.88,26-10-2016,33.3
20161027:0011,0,0,10.59,7.38,27-10-2016,32.84
20161027:0111,0,0,10.4,6.95,27-10-2016,32.26
20161027:0211,0,0,10.21,6.52,27-10-2016,31.87
20161027:0311,0,0,10.02,6.1,27-10-2016,31.25
20161027:0411,0,0,9.88,5.98,27-10-2016,32.34
20161027:0511,0,0,9.74,5.86,27-10-2016,33.58
20161027:0611,0,0,9.6,5.74,27-10-2016,38.12
20161027:0711,85.48,5.25,10.13,5.96,27-10-2016,37.68
20161027:0811,314.95,11.61,10.66,6.19,27-10-2016,46.09
20161027:0911,509.45,16.54,11.19,6.41,27-10-2016,46.29
20161027:1011,581.74,19.65,11.59,7.08,27-10-2016,45.89
20161027:1111,584.2,20.63,11.99,7.75,27-10-2016,37.37
20161027:1211,594.16,19.38,12.39,8.41,27-10-2016,36.88
20161027:1311,219.54,16.04,12.27,8.7,27-10-2016,36.19
20161027:1411,91.16,10.91,12.15,8.99,27-10-2016,35.63
20161027:1511,15.36,4.41,12.02,9.28,27-10-2016,35.3
20161027:1611,0,0,11.88,9.58,27-10-2016,35.18
20161027:1711,0,0,11.73,9.87,27-10-2016,35.22
20161027:1811,0,0,11.59,10.17,27-10-2016,35.11
20161027:1911,0,0,11.52,10.93,27-10-2016,34.89
20161027:2011,0,0,11.45,11.7,27-10-2016,34.78
20161027:2111,0,0,11.38,12.47,27-10-2016,34.57
20161027:2211,0,0,11.38,12.69,27-10-2016,33.59
20161027:2311,0,0,11.39,12.92,27-10-2016,31.05
20161028:0011,0,0,11.4,13.14,28-10-2016,29.06
20161028:0111,0,0,11.54,12.53,28-10-2016,26.87
20161028:0211,0,0,11.68,11.91,28-10-2016,23.43
20161028:0311,0,0,11.83,11.3,28-10-2016,23.65
20161028:0411,0,0,11.54,11.2,28-10-2016,23.92
20161028:0511,0,0,11.25,11.11,28-10-2016,29.1
20161028:0611,0,0,10.97,11.02,28-10-2016,31.08
20161028:0711,59.83,4.96,10.79,11.28,28-10-2016,37.04
20161028:0811,281.06,11.3,10.61,11.54,28-10-2016,34.99
20161028:0911,476.95,16.22,10.43,11.81,28-10-2016,34.96
20161028:1011,263.53,19.31,10.74,12.32,28-10-2016,34.95
20161028:1111,419.64,20.29,11.05,12.84,28-10-2016,34.84
20161028:1211,554.14,19.05,11.36,13.35,28-10-2016,34.7
20161028:1311,409.15,15.71,11.1,13.27,28-10-2016,34.46
20161028:1411,112.92,10.6,10.84,13.2,28-10-2016,34.3
20161028:1511,14.45,4.11,10.58,13.12,28-10-2016,34.42
20161028:1611,0,0,10.37,13.02,28-10-2016,34.54
20161028:1711,0,0,10.15,12.92,28-10-2016,34.71
20161028:1811,0,0,9.94,12.83,28-10-2016,34.84
20161028:1911,0,0,9.84,12.82,28-10-2016,34.79
20161028:2011,0,0,9.73,12.81,28-10-2016,34.69
20161028:2111,0,0,9.63,12.8,28-10-2016,34.29
20161028:2211,0,0,9.58,12.82,28-10-2016,33.51
20161028:2311,0,0,9.54,12.85,28-10-2016,31.95
20161029:0011,0,0,9.49,12.87,29-10-2016,30.31
20161029:0111,0,0,9.49,12.65,29-10-2016,28.18
20161029:0211,0,0,9.48,12.44,29-10-2016,28.27
20161029:0311,0,0,9.47,12.22,29-10-2016,27.97
20161029:0411,0,0,9.33,11.91,29-10-2016,28.08
20161029:0511,0,0,9.19,11.6,29-10-2016,28.84
20161029:0611,0,0,9.06,11.28,29-10-2016,30.77
20161029:0711,6.32,4.67,9.34,10.88,29-10-2016,32.5
20161029:0811,216.89,11,9.62,10.47,29-10-2016,33.93
20161029:0911,175.87,15.9,9.9,10.07,29-10-2016,34.66
20161029:1011,512,18.98,9.88,10.04,29-10-2016,34.86
20161029:1111,532.15,19.96,9.85,10.01,29-10-2016,34.77
20161029:1211,432.12,18.72,9.83,9.99,29-10-2016,33.79
20161029:1311,359.91,15.39,9.66,10.18,29-10-2016,32.36
20161029:1411,47.22,10.29,9.49,10.38,29-10-2016,30.03
20161029:1511,60.16,3.81,9.31,10.58,29-10-2016,32.15
20161029:1611,0,0,9.21,10.34,29-10-2016,32.79
20161029:1711,0,0,9.1,10.09,29-10-2016,35.31
20161029:1811,0,0,8.99,9.85,29-10-2016,36.18
20161029:1911,0,0,8.94,9.49,29-10-2016,35.65
20161029:2011,0,0,8.88,9.14,29-10-2016,34.35
20161029:2111,0,0,8.83,8.79,29-10-2016,34.11
20161029:2211,0,0,8.68,8.21,29-10-2016,33.99
20161029:2311,0,0,8.53,7.63,29-10-2016,33
20161030:0011,0,0,8.39,7.05,30-10-2016,32.57
20161030:0111,0,0,8.11,6.4,30-10-2016,32.15
20161030:0211,0,0,7.83,5.74,30-10-2016,32.05
20161030:0311,0,0,7.56,5.09,30-10-2016,32.14
20161030:0411,0,0,7.19,4.66,30-10-2016,32.16
20161030:0511,0,0,6.82,4.23,30-10-2016,32.73
20161030:0611,0,0,6.46,3.79,30-10-2016,33.37
20161030:0711,58.94,4.38,7.16,3.22,30-10-2016,34.17
20161030:0811,245.98,10.69,7.87,2.65,30-10-2016,35.02
20161030:0911,158.68,15.58,8.57,2.08,30-10-2016,36.49
20161030:1011,144.72,18.66,9.11,2.05,30-10-2016,36.99
20161030:1111,203.47,19.63,9.66,2.02,30-10-2016,38.33
20161030:1211,87.1,18.39,10.2,1.99,30-10-2016,37.2
20161030:1311,168.95,15.07,9.91,2.4,30-10-2016,34.59
20161030:1411,58.73,9.98,9.62,2.81,30-10-2016,34.76
20161030:1511,21.49,3.52,9.32,3.23,30-10-2016,34.9
20161030:1611,0,0,8.58,3.29,30-10-2016,34.64
20161030:1711,0,0,7.84,3.36,30-10-2016,46.11
20161030:1811,0,0,7.09,3.42,30-10-2016,44.87
20161030:1911,0,0,6.95,3.72,30-10-2016,43.88
20161030:2011,0,0,6.82,4.03,30-10-2016,40.25
20161030:2111,0,0,6.68,4.33,30-10-2016,39
20161030:2211,0,0,7.24,4.23,30-10-2016,38.06
20161030:2311,0,0,7.8,4.12,30-10-2016,36.73
20161031:0011,0,0,8.35,4.01,31-10-2016,35.36
20161031:0111,0,0,8.69,4.42,31-10-2016,34.94
20161031:0211,0,0,9.02,4.82,31-10-2016,34.66
20161031:0311,0,0,9.36,5.23,31-10-2016,34.35
20161031:0411,0,0,9.49,5,31-10-2016,34.39
20161031:0511,0,0,9.62,4.78,31-10-2016,40.03
20161031:0611,0,0,9.76,4.55,31-10-2016,45.29
20161031:0711,27.62,4.09,10.08,4.8,31-10-2016,51.68
20161031:0811,73.9,10.39,10.4,5.05,31-10-2016,50.47
20161031:0911,40.65,15.27,10.72,5.3,31-10-2016,47.38
20161031:1011,54.2,18.33,10.69,5.42,31-10-2016,46.2
20161031:1111,174.22,19.3,10.67,5.54,31-10-2016,46.06
20161031:1211,90.78,18.06,10.64,5.67,31-10-2016,39
20161031:1311,36.13,14.76,10.72,5.7,31-10-2016,38.08
20161031:1411,17.16,9.68,10.8,5.72,31-10-2016,38.64
20161031:1511,10.84,3.23,10.88,5.75,31-10-2016,46.04
20161031:1611,0,0,10.76,5.99,31-10-2016,49.73
20161031:1711,0,0,10.64,6.22,31-10-2016,59.2
20161031:1811,0,0,10.52,6.46,31-10-2016,55.98
20161031:1911,0,0,10.49,6.67,31-10-2016,47.79
20161031:2011,0,0,10.47,6.88,31-10-2016,44.13
20161031:2111,0,0,10.44,7.09,31-10-2016,40.26
20161031:2211,0,0,10.5,7.11,31-10-2016,38.09
20161031:2311,0,0,10.57,7.14,31-10-2016,33.89
20161101:0011,0,0,10.64,7.16,1/11/2016,34.42
20161101:0111,0,0,10.68,7.69,1/11/2016,33.68
20161101:0211,0,0,10.73,8.23,1/11/2016,33.31
20161101:0311,0,0,10.78,8.76,1/11/2016,33.01
20161101:0411,0,0,10.27,9.22,1/11/2016,33.54
20161101:0511,0,0,9.75,9.68,1/11/2016,33.31
20161101:0611,0,0,9.23,10.14,1/11/2016,36.8
20161101:0711,8.13,3.81,9.15,10.45,1/11/2016,37.5
20161101:0811,341.52,10.09,9.07,10.75,1/11/2016,38.08
20161101:0911,568.74,14.96,8.99,11.06,1/11/2016,34.79
20161101:1011,414.14,18.01,9.11,11.29,1/11/2016,35.22
20161101:1111,586.87,18.98,9.24,11.52,1/11/2016,35.31
20161101:1211,561.77,17.75,9.36,11.75,1/11/2016,34.96
20161101:1311,543.19,14.45,9.07,11.83,1/11/2016,34.86
20161101:1411,367.77,9.39,8.78,11.91,1/11/2016,34.49
20161101:1511,30.1,2.95,8.49,11.99,1/11/2016,33.49
20161101:1611,0,0,8.21,11.98,1/11/2016,36.36
20161101:1711,0,0,7.92,11.98,1/11/2016,37.08
20161101:1811,0,0,7.64,11.97,1/11/2016,37.04
20161101:1911,0,0,7.51,11.66,1/11/2016,36.13
20161101:2011,0,0,7.39,11.35,1/11/2016,35.94
20161101:2111,0,0,7.26,11.03,1/11/2016,33.68
20161101:2211,0,0,7.13,10.46,1/11/2016,34.44
20161101:2311,0,0,7,9.88,1/11/2016,33.05
20161102:0011,0,0,6.87,9.31,2/11/2016,33.01
20161102:0111,0,0,6.76,9,2/11/2016,32.61
20161102:0211,0,0,6.66,8.69,2/11/2016,32.44
20161102:0311,0,0,6.55,8.39,2/11/2016,32.28
20161102:0411,0,0,6.21,8.41,2/11/2016,33.32
20161102:0511,0,0,5.87,8.44,2/11/2016,33.1
20161102:0611,0,0,5.52,8.47,2/11/2016,37.95
20161102:0711,7.23,3.52,5.66,8.51,2/11/2016,39.04
20161102:0811,124.46,9.8,5.79,8.54,2/11/2016,41.58
20161102:0911,555.89,14.65,5.93,8.58,2/11/2016,39.19
20161102:1011,665.86,17.7,6.1,8.26,2/11/2016,39
20161102:1111,756.34,18.66,6.27,7.94,2/11/2016,38.54
20161102:1211,635.29,17.43,6.44,7.61,2/11/2016,38.22
20161102:1311,368.03,14.14,6.22,7.37,2/11/2016,38.34
20161102:1411,79.48,9.1,6,7.12,2/11/2016,38.29
20161102:1511,18.85,2.67,5.78,6.87,2/11/2016,38.26
20161102:1611,0,0,5.32,6.45,2/11/2016,39.16
20161102:1711,0,0,4.86,6.03,2/11/2016,47.52
20161102:1811,0,0,4.41,5.61,2/11/2016,46.06
20161102:1911,0,0,3.9,5.03,2/11/2016,41.79
20161102:2011,0,0,3.39,4.46,2/11/2016,39.98
20161102:2111,0,0,2.88,3.88,2/11/2016,37.95
20161102:2211,0,0,2.46,3.38,2/11/2016,37
20161102:2311,0,0,2.04,2.89,2/11/2016,35.67
20161103:0011,0,0,1.62,2.4,3/11/2016,35.89
20161103:0111,0,0,1.85,1.64,3/11/2016,35.66
20161103:0211,0,0,2.08,0.88,3/11/2016,35.6
20161103:0311,0,0,2.31,0.12,3/11/2016,35.87
20161103:0411,0,0,2.42,0.67,3/11/2016,37.05
20161103:0511,0,0,2.52,1.21,3/11/2016,39.6
20161103:0611,0,0,2.62,1.75,3/11/2016,46.41
20161103:0711,4.52,3.24,2.96,2.08,3/11/2016,52.94
20161103:0811,65.77,9.51,3.29,2.41,3/11/2016,56.06
20161103:0911,76.54,14.35,3.63,2.74,3/11/2016,50.11
20161103:1011,230.75,17.38,4.28,3.1,3/11/2016,46.86
20161103:1111,504.74,18.34,4.94,3.46,3/11/2016,47.63
20161103:1211,311.66,17.12,5.59,3.82,3/11/2016,47.86
20161103:1311,566.56,13.84,5.18,4.02,3/11/2016,47.77
20161103:1411,215.83,8.81,4.77,4.22,3/11/2016,47.68
20161103:1511,4.52,2.4,4.35,4.41,3/11/2016,48.51
20161103:1611,0,0,4.2,4.06,3/11/2016,56
20161103:1711,0,0,4.05,3.71,3/11/2016,59.99
20161103:1811,0,0,3.89,3.35,3/11/2016,56.03
20161103:1911,0,0,3.95,3.1,3/11/2016,47.71
20161103:2011,0,0,4,2.86,3/11/2016,42.41
20161103:2111,0,0,4.05,2.61,3/11/2016,39.55
20161103:2211,0,0,4.08,2.67,3/11/2016,37.66
20161103:2311,0,0,4.11,2.74,3/11/2016,35.76
20161104:0011,0,0,4.14,2.8,4/11/2016,35.97
20161104:0111,0,0,4.27,3.4,4/11/2016,35.86
20161104:0211,0,0,4.4,4,4/11/2016,35.77
20161104:0311,0,0,4.53,4.61,4/11/2016,35.72
20161104:0411,0,0,4.7,4.62,4/11/2016,35.78
20161104:0511,0,0,4.86,4.63,4/11/2016,35.93
20161104:0611,0,0,5.02,4.65,4/11/2016,39.13
20161104:0711,0,0,5.29,4.74,4/11/2016,45.65
20161104:0811,51.98,9.21,5.55,4.82,4/11/2016,47.52
20161104:0911,78.52,14.04,5.82,4.91,4/11/2016,47.52
20161104:1011,147.81,17.07,6.13,4.98,4/11/2016,44.92
20161104:1111,58.72,18.03,6.43,5.06,4/11/2016,44.82
20161104:1211,61.43,16.81,6.74,5.13,4/11/2016,44.57
20161104:1311,77.88,13.55,6.61,5.35,4/11/2016,44.03
20161104:1411,64.02,8.53,6.48,5.57,4/11/2016,43.15
20161104:1511,0,0,6.34,5.79,4/11/2016,44.52
20161104:1611,0,0,5.91,6.04,4/11/2016,46.3
20161104:1711,0,0,5.48,6.28,4/11/2016,47.87
20161104:1811,0,0,5.05,6.52,4/11/2016,46.23
20161104:1911,0,0,5.2,6.01,4/11/2016,40.15
20161104:2011,0,0,5.34,5.49,4/11/2016,39.23
20161104:2111,0,0,5.49,4.98,4/11/2016,38.99
20161104:2211,0,0,5.58,4.66,4/11/2016,37.9
20161104:2311,0,0,5.66,4.34,4/11/2016,35.96
20161105:0011,0,0,5.75,4.01,5/11/2016,37.28
20161105:0111,0,0,6.18,4.23,5/11/2016,37.07
20161105:0211,0,0,6.62,4.46,5/11/2016,36.77
20161105:0311,0,0,7.05,4.68,5/11/2016,36.38
20161105:0411,0,0,6.85,4.77,5/11/2016,36.41
20161105:0511,0,0,6.64,4.87,5/11/2016,36.81
20161105:0611,0,0,6.43,4.97,5/11/2016,37.4
20161105:0711,0,0,6.55,5.41,5/11/2016,38.12
20161105:0811,33.42,8.93,6.66,5.86,5/11/2016,38.96
20161105:0911,56.91,13.74,6.78,6.3,5/11/2016,39.89
20161105:1011,63.24,16.77,6.6,6.9,5/11/2016,41.16
20161105:1111,51.49,17.72,6.41,7.5,5/11/2016,41.64
20161105:1211,54.2,16.51,6.23,8.1,5/11/2016,41.11
20161105:1311,35.23,13.26,5.86,8.1,5/11/2016,39.82
20161105:1411,42.69,8.25,5.49,8.11,5/11/2016,39.35
20161105:1511,0,0,5.11,8.11,5/11/2016,38.88
20161105:1611,0,0,4.93,8.28,5/11/2016,41.29
20161105:1711,0,0,4.75,8.45,5/11/2016,43.34
20161105:1811,0,0,4.57,8.62,5/11/2016,42.52
20161105:1911,0,0,4.76,9.69,5/11/2016,39.92
20161105:2011,0,0,4.95,10.76,5/11/2016,38.3
20161105:2111,0,0,5.13,11.83,5/11/2016,37.08
20161105:2211,0,0,5.12,12.29,5/11/2016,36.67
20161105:2311,0,0,5.1,12.75,5/11/2016,36.1
20161106:0011,0,0,5.09,13.21,6/11/2016,35.58
20161106:0111,0,0,5.13,13.7,6/11/2016,34.93
20161106:0211,0,0,5.18,14.18,6/11/2016,35.03
20161106:0311,0,0,5.22,14.66,6/11/2016,34.14
20161106:0411,0,0,4.98,14.96,6/11/2016,34.14
20161106:0511,0,0,4.73,15.25,6/11/2016,34.57
20161106:0611,0,0,4.48,15.54,6/11/2016,35.28
